Step,bond_distance,Br2_-2_1_RKS_wB97M-V_def2-TZVPD,Br2_-2_1_UKS_wB97M-V_def2-TZVPD,Br2_0_1_RKS_wB97M-V_def2-TZVPD,Br2_0_1_UKS_wB97M-V_def2-TZVPD,Cl2_-2_1_RKS_wB97M-V_def2-TZVPD,Cl2_-2_1_UKS_wB97M-V_def2-TZVPD,Cl2_0_1_RKS_wB97M-V_def2-TZVPD,Cl2_0_1_UKS_wB97M-V_def2-TZVPD,F2_-2_1_RKS_wB97M-V_def2-TZVPD,F2_-2_1_UKS_wB97M-V_def2-TZVPD,F2_0_1_RKS_wB97M-V_def2-TZVPD,F2_0_1_UKS_wB97M-V_def2-TZVPD,H2_0_1_RKS_wB97M-V_def2-TZVPD,H2_0_1_UKS_wB97M-V_def2-TZVPD,H_Br_-2_1_RKS_wB97M-V_def2-TZVPD,H_Br_-2_1_UKS_wB97M-V_def2-TZVPD,H_Br_0_1_RKS_wB97M-V_def2-TZVPD,H_Br_0_1_UKS_wB97M-V_def2-TZVPD,H_Br_2_1_RKS_wB97M-V_def2-TZVPD,H_Br_2_1_UKS_wB97M-V_def2-TZVPD,H_Cl_-2_1_RKS_wB97M-V_def2-TZVPD,H_Cl_-2_1_UKS_wB97M-V_def2-TZVPD,H_Cl_0_1_RKS_wB97M-V_def2-TZVPD,H_Cl_0_1_UKS_wB97M-V_def2-TZVPD,H_Cl_2_1_RKS_wB97M-V_def2-TZVPD,H_Cl_2_1_UKS_wB97M-V_def2-TZVPD,H_F_-2_1_RKS_wB97M-V_def2-TZVPD,H_F_-2_1_UKS_wB97M-V_def2-TZVPD,H_F_0_1_RKS_wB97M-V_def2-TZVPD,H_F_0_1_UKS_wB97M-V_def2-TZVPD,H_F_2_1_RKS_wB97M-V_def2-TZVPD,H_F_2_1_UKS_wB97M-V_def2-TZVPD,H_I_-2_1_RKS_wB97M-V_def2-TZVPD,H_I_-2_1_UKS_wB97M-V_def2-TZVPD,H_I_0_1_RKS_wB97M-V_def2-TZVPD,H_I_0_1_UKS_wB97M-V_def2-TZVPD,H_I_2_1_RKS_wB97M-V_def2-TZVPD,H_I_2_1_UKS_wB97M-V_def2-TZVPD,I2_-2_1_RKS_wB97M-V_def2-TZVPD,I2_-2_1_UKS_wB97M-V_def2-TZVPD,I2_0_1_RKS_wB97M-V_def2-TZVPD,I2_0_1_UKS_wB97M-V_def2-TZVPD,K2_0_1_RKS_wB97M-V_def2-TZVPD,K2_0_1_UKS_wB97M-V_def2-TZVPD,K2_2_1_RKS_wB97M-V_def2-TZVPD,K2_2_1_UKS_wB97M-V_def2-TZVPD,K_Br_-2_1_RKS_wB97M-V_def2-TZVPD,K_Br_-2_1_UKS_wB97M-V_def2-TZVPD,K_Br_0_1_RKS_wB97M-V_def2-TZVPD,K_Br_0_1_UKS_wB97M-V_def2-TZVPD,K_Br_2_1_RKS_wB97M-V_def2-TZVPD,K_Br_2_1_UKS_wB97M-V_def2-TZVPD,K_Cl_-2_1_RKS_wB97M-V_def2-TZVPD,K_Cl_-2_1_UKS_wB97M-V_def2-TZVPD,K_Cl_0_1_RKS_wB97M-V_def2-TZVPD,K_Cl_0_1_UKS_wB97M-V_def2-TZVPD,K_Cl_2_1_RKS_wB97M-V_def2-TZVPD,K_Cl_2_1_UKS_wB97M-V_def2-TZVPD,K_F_-2_1_RKS_wB97M-V_def2-TZVPD,K_F_-2_1_UKS_wB97M-V_def2-TZVPD,K_F_0_1_RKS_wB97M-V_def2-TZVPD,K_F_0_1_UKS_wB97M-V_def2-TZVPD,K_F_2_1_RKS_wB97M-V_def2-TZVPD,K_F_2_1_UKS_wB97M-V_def2-TZVPD,K_I_-2_1_RKS_wB97M-V_def2-TZVPD,K_I_-2_1_UKS_wB97M-V_def2-TZVPD,K_I_0_1_RKS_wB97M-V_def2-TZVPD,K_I_0_1_UKS_wB97M-V_def2-TZVPD,K_I_2_1_RKS_wB97M-V_def2-TZVPD,K_I_2_1_UKS_wB97M-V_def2-TZVPD,Li2_0_1_RKS_wB97M-V_def2-TZVPD,Li2_0_1_UKS_wB97M-V_def2-TZVPD,Li2_2_1_RKS_wB97M-V_def2-TZVPD,Li2_2_1_UKS_wB97M-V_def2-TZVPD,Li_Br_-2_1_RKS_wB97M-V_def2-TZVPD,Li_Br_-2_1_UKS_wB97M-V_def2-TZVPD,Li_Br_0_1_RKS_wB97M-V_def2-TZVPD,Li_Br_0_1_UKS_wB97M-V_def2-TZVPD,Li_Br_2_1_RKS_wB97M-V_def2-TZVPD,Li_Br_2_1_UKS_wB97M-V_def2-TZVPD,Li_Cl_-2_1_RKS_wB97M-V_def2-TZVPD,Li_Cl_-2_1_UKS_wB97M-V_def2-TZVPD,Li_Cl_0_1_RKS_wB97M-V_def2-TZVPD,Li_Cl_0_1_UKS_wB97M-V_def2-TZVPD,Li_Cl_2_1_RKS_wB97M-V_def2-TZVPD,Li_Cl_2_1_UKS_wB97M-V_def2-TZVPD,Li_F_-2_1_RKS_wB97M-V_def2-TZVPD,Li_F_-2_1_UKS_wB97M-V_def2-TZVPD,Li_F_0_1_RKS_wB97M-V_def2-TZVPD,Li_F_0_1_UKS_wB97M-V_def2-TZVPD,Li_F_2_1_RKS_wB97M-V_def2-TZVPD,Li_F_2_1_UKS_wB97M-V_def2-TZVPD,Li_I_-2_1_RKS_wB97M-V_def2-TZVPD,Li_I_-2_1_UKS_wB97M-V_def2-TZVPD,Li_I_0_1_RKS_wB97M-V_def2-TZVPD,Li_I_0_1_UKS_wB97M-V_def2-TZVPD,Li_I_2_1_RKS_wB97M-V_def2-TZVPD,Li_I_2_1_UKS_wB97M-V_def2-TZVPD,Na2_0_1_RKS_wB97M-V_def2-TZVPD,Na2_0_1_UKS_wB97M-V_def2-TZVPD,Na2_2_1_RKS_wB97M-V_def2-TZVPD,Na2_2_1_UKS_wB97M-V_def2-TZVPD,Na_Br_-2_1_RKS_wB97M-V_def2-TZVPD,Na_Br_-2_1_UKS_wB97M-V_def2-TZVPD,Na_Br_0_1_RKS_wB97M-V_def2-TZVPD,Na_Br_0_1_UKS_wB97M-V_def2-TZVPD,Na_Br_2_1_RKS_wB97M-V_def2-TZVPD,Na_Br_2_1_UKS_wB97M-V_def2-TZVPD,Na_Cl_-2_1_RKS_wB97M-V_def2-TZVPD,Na_Cl_-2_1_UKS_wB97M-V_def2-TZVPD,Na_Cl_0_1_RKS_wB97M-V_def2-TZVPD,Na_Cl_0_1_UKS_wB97M-V_def2-TZVPD,Na_Cl_2_1_RKS_wB97M-V_def2-TZVPD,Na_Cl_2_1_UKS_wB97M-V_def2-TZVPD,Na_F_-2_1_RKS_wB97M-V_def2-TZVPD,Na_F_-2_1_UKS_wB97M-V_def2-TZVPD,Na_F_0_1_RKS_wB97M-V_def2-TZVPD,Na_F_0_1_UKS_wB97M-V_def2-TZVPD,Na_F_2_1_RKS_wB97M-V_def2-TZVPD,Na_F_2_1_UKS_wB97M-V_def2-TZVPD,Na_I_-2_1_RKS_wB97M-V_def2-TZVPD,Na_I_-2_1_UKS_wB97M-V_def2-TZVPD,Na_I_0_1_RKS_wB97M-V_def2-TZVPD,Na_I_0_1_UKS_wB97M-V_def2-TZVPD,Na_I_2_1_RKS_wB97M-V_def2-TZVPD,Na_I_2_1_UKS_wB97M-V_def2-TZVPD
55,2.52702703,-5147.97364493,-5147.97364488,-5148.0018047,-5148.00180466,-920.32160072,-920.32160075,-920.29248027,-920.29248022,-199.55233995,-199.55233994,-199.37789533,-199.49363373,-0.92820128,-0.98889765,-2574.42940014,-2574.42940018,-2574.46556694,-2574.48015628,-2573.31409145,-2573.36250827,-460.58976693,-460.58976669,-460.61254476,-460.63417236,-459.40225633,-459.45075459,-100.18677976,-100.18677977,-100.18583772,-100.24551733,-98.77706811,-98.8610602,-298.12526916,-298.12526916,-298.18026888,-298.18527081,-297.1115273,-297.15436608,-595.31343152,-595.31343154,-595.39452502,-595.39452502,-1199.73495365,-1199.73495367,-1199.237299760857,-1199.237299752141,-3173.88726795,-3173.88726851,-3173.982107151674,-3173.98210719,-3172.97775445,-3172.97775493,-1060.0703934,-1060.07039344,-1060.16497550379,-1060.164975619781,-1059.09309481,-1059.14002103,-699.71190011,-699.71189925,-699.80235489,-699.80235488,-698.50302839,-698.58600976,-897.54251218,-897.54251218,-897.63515064,-897.63515064,-896.72073044,-896.74516846,-14.98069052,-14.98069049,-14.34267672,-14.34267672,-2581.4841995,-2581.48420212,-2581.59169564,-2581.59169579,-2580.56308258,-2580.56308266,-467.65142095,-467.65142119,-467.75779654,-467.75779652,-466.66717122,-466.71537262,-107.26439063,-107.26439006,-107.36467026,-107.36467024,-106.05286644,-106.13684649,-305.16427875,-305.164278559209,-305.27456737,-305.27456737,-304.3237475,-304.36542229,-324.537073342389,,-323.93016205,-323.930162057928,-2736.3217932,-2736.32179315,-2736.36620002,-2736.36619998,-2735.34664406,-2735.39418956,-622.48722962,-622.48722866,-622.53722975,-622.5372298,-621.45523978,-621.5033807,-262.09484699,-262.09484709,-262.15314574,-262.15314721,-260.8461704,-260.84617041,-459.99860969,-459.9986097,-460.04027169,-460.04027169,-459.09835182,-459.1398422
56,2.42567568,-5147.95603392,-5147.95603381,-5148.01013749,-5148.01013738,-920.30734954,-920.30734973,-920.30658827,-920.30658832,-199.54530295,-199.54530292,-199.38849712,-199.49390525,-0.93602401,-0.98962091,-2574.42367397,-2574.42367389,-2574.47766286,-2574.48612711,-2573.31530564,-2573.3638257,-460.58435696,-460.58435672,-460.6241752,-460.63898165,-459.40010114,-459.44867783,-100.18143366,-100.18143473,-100.19523796,-100.24742094,-98.76935388,-98.85337833,-298.11951188,-298.11951188,-298.19253775,-298.19386899,-297.11674307,-297.1596396,-595.28804993,-595.28805001,-595.38300933,-595.38300933,-1199.72307093,-1199.72307094,-1199.222581450387,-1199.222581416578,-3173.8717231,-3173.87172374,-3173.969410715893,-3173.96941074,-3172.9676516,-3173.00514892,-1060.06071502,-1060.06071521,-1060.158302905203,-1060.158302925136,-1059.08514301,-1059.12683345,-699.71331929,-699.71331856,-699.80690604,-699.80690677,-698.49389383,-698.57624525,-897.51731009,-897.51731009,-897.6120021,-897.6120021,-896.70585523,-896.7122991,-14.979521,-14.97952098,-14.33399308,-14.33399308,-2581.48481439,-2581.48481676,-2581.59638826,-2581.59638823,-2580.55596584,-2580.55596594,-467.65307318,-467.65307331,-467.76410651,-467.76410661,-466.6603938,-466.70859869,-107.26780784,-107.26780696,-107.37304306,-107.37304304,-106.04505199,-106.1290582,-305.16281042,-305.162811686418,-305.27617259,-305.27617259,-304.31515725,-304.35676286,-324.533108932108,,-323.92170571,-323.921705691917,-2736.32009179,-2736.3200917,-2736.36536361,-2736.36536357,-2735.33523491,-2735.38274254,-622.48796335,-622.48796257,-622.53939502,-622.53939504,-621.4457729,-621.49390513,-262.09906251,-262.09906257,-262.16006889,-262.16006884,-260.83809932,-260.83809933,-459.99200499,-459.99200508,-460.03398119,-460.03398118,-459.08276368,-459.12418919
57,2.32432432,-5147.93681067,-5147.93681068,-5148.01508413,-5148.01508426,-920.29140703,-920.29140714,-920.32032557,-920.32032545,-199.53739676,-199.53739669,-199.40056092,-199.49440121,-0.94447732,-0.99071334,-2574.41750759,-2574.41750735,-2574.49067719,-2574.49416679,-2573.31735764,-2573.36598062,-460.5785384,-460.57853823,-460.6368358,-460.64542885,-459.39863501,-459.44729417,-100.1757768,-100.17577836,-100.20562769,-100.25001294,-98.76113307,-98.84519721,-298.11361211,-298.11361211,-298.20544273,-298.20544284,-297.12273032,-297.16567876,-595.25651227,-595.25651214,-595.36052313,-595.36052313,-1199.70737523,-1199.70737525,-1199.203412419727,-1199.203412366546,-3173.84957189,-3173.84957238,-3173.950003962973,-3173.95000401,-3172.95546465,-3172.98468483,-1060.04621514,-1060.04621565,-1060.146683854599,-1060.146683854168,-1059.07616512,-1059.11080184,-699.71368188,-699.71368244,-699.81028797,-699.81028807,-698.48311404,-698.56452554,-897.48296268,-897.48296268,-897.57948421,-897.57948421,-896.68673617,-896.66949248,-14.97734865,-14.97734862,-14.32456372,-14.32456372,-2581.48481945,-2581.48482036,-2581.60014482,-2581.60014475,-2580.54753351,-2580.54753353,-467.65445437,-467.65445446,-467.76991035,-467.76991047,-466.65265916,-466.70086296,-107.27169711,-107.27169702,-107.38178677,-107.38178667,-106.03659229,-106.12062502,-305.15970557,-305.159705983385,-305.27572372,-305.27572372,-304.30415827,-304.3456704,-324.527937838133,,-323.91247126,-323.912471232795,-2736.31551295,-2736.31551284,-2736.36161212,-2736.36161213,-2735.32064208,-2735.36809988,-622.48665301,-622.48665165,-622.53952348,-622.53952355,-621.43398491,-621.48210325,-262.1032318,-262.10323187,-262.16687614,-262.16687609,-260.82922154,-260.82922165,-459.98105075,-459.98105064,-460.02319848,-460.02319848,-459.06237594,-459.10373061
58,2.22297297,-5147.91650143,-5147.91650143,-5148.01463106,-5148.0146311,-920.27399514,-920.27399512,-920.33279463,-920.33279467,-199.52812269,-199.52803613,-199.41415944,-199.49511964,-0.9536213,-0.99230475,-2574.41100545,-2574.41100507,-2574.50459673,-2574.50504014,-2573.32028602,-2573.36900974,-460.57233304,-460.57233261,-460.65058502,-460.65411877,-459.39795503,-459.44669951,-100.1697681,-100.16976859,-100.21711382,-100.25347795,-98.75236777,-98.83648171,-298.10808901,-298.10808901,-298.21885243,-298.21885243,-297.129393,-297.17238472,-595.21343316,-595.21343341,-595.32233999,-595.32233999,-1199.68617678,-1199.68617678,-1199.177951145481,-1199.177951114218,-3173.81845682,-3173.81845701,-3173.921534367635,-3173.92153438,-3172.94011496,-3172.95964268,-1060.02499927,-1060.02499981,-1060.12820981048,-1060.128209828801,-1059.06559928,-1059.09140241,-699.71218685,-699.71218619,-699.81171353,-699.81171358,-698.46987961,-698.56254839,-897.43655358,-897.43655357,-897.53463861,-897.53463861,-896.66140924,-896.61367702,-14.97395559,-14.97395557,-14.31428631,-14.31428631,-2581.48350375,-2581.48350407,-2581.6022446,-2581.60224451,-2580.53701931,-2580.5370193,-467.65523723,-467.65523706,-467.77484621,-467.77484621,-466.64358516,-466.69177621,-107.27598032,-107.27598051,-107.39079926,-107.39079917,-106.02730828,-106.11136761,-305.15407448,-305.154074590473,-305.27235598,-305.27235598,-304.28978246,-304.33117247,-324.521392901243,,-323.9022825,-323.902282478467,-2736.30665624,-2736.30665623,-2736.35360753,-2736.35360757,-2735.30150616,-2735.34890436,-622.48238591,-622.48238395,-622.53671003,-622.53671004,-621.41897388,-621.46706968,-262.10701361,-262.10701377,-262.17323643,-262.17323648,-260.81916562,-260.90319971,-459.96398351,-459.963983,-460.00622355,-460.00622452,-459.03539478,-459.07667375
59,2.12162162,-5147.89425189,-5147.89425189,-5148.00585779,-5148.00585786,-920.25566025,-920.25566025,-920.34273541,-920.34273546,-199.51693809,-199.51693812,-199.42935534,-199.4961235,-0.96352909,-0.99457306,-2574.40430775,-2574.40430773,-2574.51935904,-2574.51935911,-2573.32408263,-2573.37290278,-460.56586648,-460.56586646,-460.66544711,-460.66588694,-459.3981332,-459.44696491,-100.16336177,-100.16336176,-100.22981356,-100.25805139,-98.74303682,-98.82721367,-298.10407793,-298.10407798,-298.23254097,-298.23254097,-297.13653464,-297.17955859,-595.15020136,-595.15020132,-595.26185237,-595.26185237,-1199.6569084,-1199.65690843,-1199.143457929,-1199.143457929346,-3173.77531082,-3173.77531098,-3173.880871642716,-3173.88087165,-3172.91997227,-3172.92942792,-1059.99448601,-1059.99448721,-1060.10029237313,-1060.100292367525,-1059.05244157,-1059.06813343,-699.70782492,-699.70782489,-699.81020613,-699.81020654,-698.4531783,-698.55264692,-897.37445032,-897.37445032,-897.4737702,-897.4737702,-896.62708753,-896.54094456,-14.96908633,-14.96908632,-14.30304402,-14.30304401,-2581.48008944,-2581.48008991,-2581.60191103,-2581.60191094,-2580.52356197,-2580.52356197,-467.65481319,-467.65481449,-467.77828031,-467.7782803,-466.63250748,-466.6806759,-107.28066428,-107.28066459,-107.40006735,-107.40006728,-106.01725486,-106.10133831,-305.14492236,-305.14492097861,-305.26508949,-305.26508949,-304.27095166,-304.31218496,-324.51323619102,,-323.89084759,-323.890847594465,-2736.29169851,-2736.29169852,-2736.3395986,-2736.33959879,-2735.27600207,-2735.32333575,-622.47367253,-622.47367087,-622.52947667,-622.52947666,-621.39926471,-621.44733258,-262.10996651,-262.10996694,-262.17872288,-262.1787228,-260.80762136,-260.89165904,-459.9384535,-459.93845457,-459.98086831,-459.98086831,-458.9994963,-459.04069966
60,2.02027027,-5147.86625901,-5147.86625901,-5147.98455042,-5147.98455042,-920.23701195,-920.23701195,-920.34820786,-920.34820786,-199.50335244,-199.50335241,-199.44625934,-199.49766513,-0.97426739,-0.99775131,-2574.3977921,-2574.39779212,-2574.53482439,-2574.53482443,-2573.32866872,-2573.37757824,-460.55937705,-460.559377,-460.68139697,-460.68139693,-459.39920473,-459.44812392,-100.15654059,-100.15654094,-100.24386709,-100.26405738,-98.73316291,-98.81741943,-298.10334021,-298.10334005,-298.24614676,-298.24614676,-297.14381329,-297.18685668,-595.05629312,-595.0562934,-595.16978722,-595.16978722,-1199.61611122,-1199.61611119,-1199.096257161316,-1199.095871220865,-3173.71603147,-3173.7160315,-3173.823783603634,-3173.8237836,-3172.89251349,-3172.89408452,-1059.95135211,-1059.95135218,-1060.059581927903,-1060.059581926773,-1059.03528277,-1059.04119579,-699.69894123,-699.69894201,-699.80419641,-699.80419687,-698.43138796,-698.54110379,-897.2922163,-897.29221629,-897.39237404,-897.39237404,-896.57968611,-896.44636801,-14.96244772,-14.96244778,-14.29069143,-14.29069143,-2581.47362949,-2581.47426272,-2581.59819943,-2581.59819933,-2580.50611823,-2580.50611823,-467.65249178,-467.65377114,-467.77951232,-467.77951232,-466.61864195,-466.6667687,-107.28545716,-107.28545753,-107.40929451,-107.40929516,-106.00594836,-106.09005728,-305.130384,-305.130385299489,-305.25209301,-305.25209301,-304.24564175,-304.2866754,-324.503140951567,,-323.8777466,-323.877746593654,-2736.26810243,-2736.26810243,-2736.31707156,-2736.31707176,-2735.24153823,-2735.28880314,-622.45854049,-622.45853856,-622.5158536,-622.51585371,-621.3728644,-621.42090036,-262.11156716,-262.11280262,-262.18258685,-262.18258674,-260.79379273,-260.87782253,-459.90140994,-459.90140995,-459.94418584,-459.94418584,-458.95154742,-458.99268202
61,1.91891892,-5147.82275135,-5147.82275135,-5147.94455562,-5147.94455562,-920.21794134,-920.21794134,-920.34641821,-920.34641822,-199.48668659,-199.48668661,-199.46484703,-199.50015169,-0.98589563,-1.00216867,-2574.3922413,-2574.3922413,-2574.55073819,-2574.55073823,-2573.33384694,-2573.38283614,-460.55324048,-460.55324048,-460.69834297,-460.69834299,-459.4011552,-459.45016088,-100.14931427,-100.14931487,-100.25941049,-100.27197001,-98.72278229,-98.80713937,-298.10751151,-298.10751148,-298.25910883,-298.25910883,-297.15067688,-297.19372618,-594.91817841,-594.91817848,-595.03314703,-595.03314707,-1199.55870883,-1199.55870883,,,-3173.63565153,-3173.63565153,-3173.745095939757,-3173.74509594,-3172.85404783,-3172.85404784,-1059.89123582,-1059.89123586,-1060.001710656697,-1060.001710656027,-1059.01178774,-1059.01194175,-699.6833178,-699.68331833,-699.7915951,-699.79159558,-698.40222446,-698.52733022,-897.18419884,-897.18419883,-897.2847875,-897.2847875,-896.51295798,-896.51295756,-14.95371137,-14.95371138,-14.27705394,-14.27705393,-2581.46224247,-2581.46292619,-2581.58923854,-2581.58923854,-2580.48264572,-2580.48264572,-467.64698264,-467.64850273,-467.77724533,-467.77724531,-466.60057928,-466.64864453,-107.29019711,-107.29211603,-107.41829553,-107.41829572,-105.99325295,-106.07738514,-305.10862071,-305.108622330932,-305.23155938,-305.23155938,-304.21183402,-304.25262392,-324.490559538149,,-323.86226341,-323.862263405711,-2736.23267538,-2736.23267538,-2736.28281916,-2736.28281934,-2735.19472961,-2735.24193442,-622.4341459,-622.43414522,-622.49298397,-622.49298401,-621.33683978,-621.38484069,-262.11283289,-262.11283201,-262.1837624,-262.18376244,-260.77671861,-260.86072108,-459.84922872,-459.84922856,-459.89254528,-459.89254528,-458.88762735,-458.92869534
62,1.81756757,-5147.75254692,-5147.75254692,-5147.87675711,-5147.87675711,-920.19507922,-920.19507922,-920.33320723,-920.33320723,-199.46624182,-199.4662418,-199.48473786,-199.50427197,-0.99849159,-1.00825916,-2574.3897748,-2574.38977465,-2574.56666876,-2574.56666876,-2573.33923598,-2573.38829289,-460.54807351,-460.54807351,-460.71608374,-460.71608376,-459.40387624,-459.45296618,-100.14171294,-100.14171298,-100.27656921,-100.28249315,-98.71195225,-98.79643427,-298.11666697,-298.11666702,-298.27057708,-298.27057708,-297.156272,-297.19931411,-594.71751375,-594.71751378,-594.83378843,-594.83378888,-1199.47796384,-1199.47796384,,,-3173.52790578,-3173.52790576,-3173.638255917176,-3173.63825592,-3172.79891206,-3172.79891206,-1059.80856021,-1059.8085602,-1059.920977087841,-1059.920977087746,-1058.97844407,-1058.97844413,-699.65770115,-699.65770122,-699.76930618,-699.76930617,-698.36236661,-698.51095247,-897.04304696,-897.04304696,-897.14391631,-897.14391631,-896.41710871,-896.41710871,-14.94255552,-14.94255557,-14.2619081,-14.2619081,-2581.44413695,-2581.44485279,-2581.57323573,-2581.57323573,-2580.45111743,-2580.45111743,-467.63678237,-467.63872464,-467.76995309,-467.76995309,-466.57661978,-466.62459682,-107.29429359,-107.29648216,-107.42649007,-107.42649029,-105.97849031,-106.06264175,-305.07651194,-305.076508959278,-305.20036766,-305.20036766,-304.16607759,-304.20657473,-324.474530341733,,-323.84323554,-323.843235539799,-2736.18085957,-2736.18085957,-2736.23227398,-2736.23227419,-2735.13068035,-2735.17787067,-622.39665102,-622.39664994,-622.45698747,-622.45698761,-621.28719486,-621.33516586,-262.10837206,-262.10837203,-262.1804225,-262.1804232,-260.75458199,-260.83852605,-459.77733367,-459.77733336,-459.82137149,-459.82137149,-458.80270735,-458.84373469
63,1.71621622,-5147.641439,-5147.641439,-5147.76770903,-5147.76770903,-920.15898432,-920.15898431,-920.30229683,-920.30229683,-199.44172428,-199.44172428,-199.50530171,-199.51155944,-1.01212278,-1.01658829,-2574.39258808,-2574.39258801,-2574.58191698,-2574.58191698,-2573.34417445,-2573.39328621,-460.5454384,-460.54543883,-460.73424693,-460.73424694,-459.40709608,-459.45626764,-100.13392876,-100.13392877,-100.29546273,-100.29673788,-98.70077447,-98.78540801,-298.12626315,-298.12626315,-298.27927325,-298.27927325,-297.15930453,-297.20232812,-594.42903534,-594.4290354,-594.54650937,-594.54650995,-1199.3643744,-1199.3643744,,,-3173.38539507,-3173.38539507,-3173.495540202136,-3173.4955402,-3172.71839628,-3172.71839628,-1059.69674928,-1059.69674927,-1059.81050722652,-1059.810507225543,-1058.92974156,-1058.92974156,-699.61777115,-699.61777117,-699.73313241,-699.73313241,-698.48444681,-698.49199426,-896.85765301,-896.85765287,-896.95966006,-896.95966026,-896.27632602,-896.27632602,-14.92865958,-14.92865957,-14.24496335,-14.24496335,-2581.41578596,-2581.4164955,-2581.54663979,-2581.54663979,-2580.40765352,-2580.40765352,-467.62252205,-467.62251661,-467.75498655,-467.75498655,-466.54384485,-466.59171955,-107.29705622,-107.29955258,-107.43319369,-107.43319396,-105.96087075,-106.04502748,-305.03063985,-305.030643508762,-305.15503107,-305.15503107,-304.1045013,-304.14464496,-324.453305894536,,-323.81867178,-323.818671777081,-2736.10697942,-2736.10697942,-2736.15979876,-2736.15979876,-2735.04318029,-2735.09035991,-622.34071442,-622.3407121,-622.40247663,-622.40247663,-621.21824657,-621.26618433,-262.09697491,-262.09697468,-262.16995131,-262.16995217,-260.72488543,-260.80873195,-459.67961814,-459.67961799,-459.72461233,-459.72461233,-458.69016211,-458.73122779
64,1.61486486,-5147.46916185,-5147.46916184,-5147.59734066,-5147.59734065,-920.09772203,-920.09772203,-920.24397647,-920.24397647,-199.41279648,-199.41279648,-199.52516579,-199.52516873,-1.02682871,-1.02782655,-2574.40353068,-2574.40353073,-2574.5953812,-2574.5953812,-2573.34758652,-2573.39674156,-460.54680305,-460.54680297,-460.75219255,-460.75219255,-459.41027068,-459.45952181,-100.12633886,-100.12633886,-100.31616372,-100.31616385,-98.68931403,-98.77412659,-298.13155924,-298.13155923,-298.28328088,-298.28328088,-297.15783005,-297.200827,-594.01790277,-594.01790282,-594.13648432,-594.13648485,-1199.20514114,-1199.20514114,,,-3173.1988213,-3173.19882129,-3173.307274662197,-3173.30727498,-3172.59776716,-3172.59776716,-1059.54864103,-1059.54864102,-1059.66219585813,-1059.662195857395,-1058.85678224,-1058.85678224,-699.5575325,-699.5575325,-699.67706839,-699.67706839,-698.47191176,-698.47205807,-896.61145062,-896.61145077,-896.71723748,-896.71723771,-896.0674228,-896.0674228,-14.91180729,-14.91180728,-14.22583049,-14.22583049,-2581.37344601,-2581.37407554,-2581.50567227,-2581.50567227,-2580.34801203,-2580.34801204,-467.59588469,-467.59588468,-467.72899932,-467.72899932,-466.49852838,-466.54626778,-107.30005532,-107.30016493,-107.4371841,-107.4371841,-105.93904744,-106.02319055,-304.96568524,-304.96555651047,-305.09013117,-305.09013117,-304.02115177,-304.06089273,-324.423848282892,,-323.78528155,-323.785281552854,-2736.00369366,-2736.00369365,-2736.05815118,-2736.05815118,-2734.92401181,-2734.97117686,-622.2591249,-622.25912486,-622.32229804,-622.32229803,-621.12227829,-621.17020289,-262.074208,-262.07420737,-262.14793346,-262.14793423,-260.68337925,-260.76703083,-459.54779889,-459.54779885,-459.59406263,-459.59406263,-458.54128799,-458.58250081
65,1.51351351,-5147.20580902,-5147.20580901,-5147.33576955,-5147.33576954,-919.99513121,-919.99513121,-920.14306545,-920.14306545,-199.37988013,-199.37988015,-199.54200463,-199.54200466,-1.04262909,-1.04262903,-2574.41361348,-2574.41361348,-2574.605339,-2574.605339,-2573.34776332,-2573.39695441,-460.5560099,-460.55600984,-460.76884908,-460.76884909,-459.4124098,-459.46174117,-100.11971116,-100.11971116,-100.33866594,-100.3386629,-98.67758449,-98.76260314,-298.12926307,-298.12926303,-298.27972657,-298.27972657,-297.14893311,-297.19190015,-593.43588155,-593.43588158,-593.55540943,-593.55541016,-1198.98284555,-1198.98284555,,,-3172.95759322,-3172.95759222,-3173.063087213989,-3173.06308742,-3172.41397494,-3172.41397494,-1059.35744002,-1059.35744061,-1059.466968656742,-1059.466968647717,-1058.74481401,-1058.74481401,-699.46952979,-699.46952979,-699.59337342,-699.59337342,-698.44835318,-698.44835306,-896.27449472,-896.27449583,-896.38648628,-896.38648641,-895.75495062,-895.75495105,-14.89183961,-14.8918396,-14.20392679,-14.20392679,-2581.31094765,-2581.31143453,-2581.44411282,-2581.44411282,-2580.26525765,-2580.26525778,-467.55337889,-467.55337889,-467.68675376,-467.68675376,-466.43483012,-466.48241944,-107.29647691,-107.29651495,-107.43644668,-107.43644668,-105.91074106,-105.99483625,-304.87524269,,-304.99934751,-304.99934751,-303.90893425,-303.94825079,-324.380851090614,,-323.73753203,-323.737532028422,-2735.86171807,-2735.86171807,-2735.91820343,-2735.91820343,-2734.76237919,-2734.80957003,-622.14323481,-622.14323481,-622.20787072,-622.20787072,-620.98942692,-621.03736672,-262.03310608,-262.03310602,-262.1074328,-262.10743346,-260.62331954,-260.70661387,-459.37091519,-459.37091553,-459.41885323,-459.41885323,-458.34512531,-458.38657842
